# path	total	silent_pass	reason
src/openminion/modules/brain/loop/tools/telemetry.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/meta/evaluator.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/retry.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/coordinator.py	5	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/lifecycle.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/tick/context.py	3	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/tick/input_processing.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/tick/orchestrator.py	2	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runner/turn.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runtime/approval/llm.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runtime/mrdd/hook.py	7	5	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runtime/recall/consultation.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runtime/recovery/pipeline.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/runtime/tokens.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/schemas/plan.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/schemas/routing.py	2	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/schemas/state.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/state.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tool_catalog/runtime.py	6	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tools/action_dispatch.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tools/executor/agent.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tools/executor/think.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tools/executor/tool.py	6	3	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/tools/lifecycle.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/brain/trailers/postprocess.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/compress/methods/llmlingua2.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/compress/service.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/knowledge/adapters/pragmagraph.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/knowledge/service.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/repo_map/parser.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/retrieval/bundle.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/retrieval/materials.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/service.py	4	2	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/state/projection.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/context/telemetry.py	6	4	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/slack/adapter.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/slack/cli.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/slack/runtime/helpers.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/bot_api.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/cli.py	1	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/debug_provider.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/listener.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/polling.py	8	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/reactions.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/runtime/helpers.py	8	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/storage/store.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/channels/telegram/webhook.py	6	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/commands/discovery.py	6	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/commands/registry.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/contracts/policy_client.py	4	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/__init__.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/audit.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/channels.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/client.py	3	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/cron_delivery.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/dispatcher.py	6	1	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/gate.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/timeline.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/worker/inbox.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/runtime/worker/outbox.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/storage/rows.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/wizard/runtime.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/wizard/telegram.py	10	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/controlplane/wizard/terminal.py	5	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/identity/cli.py	8	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/identity/controlplane/main.py	10	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/identity/runtime/renderer.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/llm/config.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/llm/orchestration/service.py	2	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
src/openminion/modules/llm/providers/bridge.py	1	0	current broad-handler baseline; ratchet by narrowing or typed-boundary-keep disposition
